Date,Temperature,Rainfall,CO2
2021-12-01,24.840147328372336,121.07604104069806,455.7978223366866
2022-01-01,23.98628389720279,72.44661264085818,425.2339438320618
2022-02-01,24.923300297817818,81.24349920169755,423.5723995864084
2022-03-01,29.191584504366727,110.3007053441732,447.7155625165133
2022-04-01,27.44843820292863,110.27571901824417,444.4712487883688
2022-05-01,24.889710985337537,110.30095372612095,443.2159880864879
2022-06-01,28.0356006186678,177.05462981309444,443.67841307583603
2022-07-01,26.80383769006093,111.41781021386333,437.69265832195106
2022-08-01,29.435346736304552,122.71131280361197,429.26275040278875
2022-09-01,24.4400592057629,119.08003526986406,439.4135077668112
2022-10-01,25.58003877029073,113.02782502611596,432.30401313697973
2022-11-01,25.40350747337664,93.69461510719309,449.2469956535052
2022-12-01,22.20609381106583,115.17938440986535,438.4453925715332
2023-01-01,27.50180620934499,84.54349570924856,432.08116248585634
2023-02-01,27.413417917380006,95.26362786519982,437.5424441044785
2023-03-01,26.662399193456796,90.29272904341794,445.3057851309915
2023-04-01,25.960104146093048,101.63748278772646,435.95939312742246
2023-05-01,22.43456004275632,146.29317133347018,433.79460276702474
2023-06-01,25.435543023300564,62.65469614816504,444.8738469048351
2023-07-01,25.68614216470541,113.72520380749027,445.30680856823005
2023-08-01,24.324260629309933,67.74568257620697,438.2078791706585
2023-09-01,26.26404202466584,90.56136268421133,438.98709593541344
2023-10-01,27.976858452796556,121.77901193934733,446.4381464323999
2023-11-01,32.440070308673604,101.28560038190926,430.05697171107715
2023-12-01,27.32205276622661,78.44510444141387,430.88334544951175
2024-01-01,27.58777722258846,85.69392581480064,438.19370904797984
2024-02-01,26.608595025810743,113.59195497869352,443.66384781061265
2024-03-01,21.092425849901197,85.39266736565727,449.32756305093807
2024-04-01,26.786004592139744,104.3291717916395,461.3922176316804
2024-05-01,27.06304357099955,100.91143679807628,455.63541976143193
2024-06-01,34.2888860013214,86.96799304788365,445.8796062970044
2024-07-01,26.338883492211256,142.8788817865065,447.70899758483864
2024-08-01,27.837415136244534,112.67838044636022,438.2940340847143
2024-09-01,26.845444522817044,59.49714826684786,448.5543644383954
2024-10-01,23.460352441763252,103.72908629538856,446.27307747634484
2024-11-01,30.411661720855985,86.76427070463224,452.80701753615404
2024-12-01,29.255799098060322,117.04866669592448,441.72769056447675
